OriginalReflexAgent,1,originalClassic,335.71,145.28E-06
ReflexAgent,1,originalClassic,279.29,558.05E-06
MinimaxAgent,2,originalClassic,1268.57,3522.32E-06
MinimaxAgent,3,originalClassic,1946.00,12077.75E-06
MinimaxAgent,4,originalClassic,1798.29,47777.31E-06
AlphaBetaAgent,2,originalClassic,1303.00,2402.33E-06
AlphaBetaAgent,3,originalClassic,1405.14,6113.93E-06
AlphaBetaAgent,4,originalClassic,1431.86,15789.57E-06
RandomExpectimaxAgent,2,originalClassic,1452.86,3610.23E-06
RandomExpectimaxAgent,3,originalClassic,1459.71,10662.02E-06
RandomExpectimaxAgent,4,originalClassic,1861.71,46159.00E-06

