OriginalReflexAgent,1,smallClassic,-259.29,86.17E-06
ReflexAgent,1,smallClassic,259.14,248.09E-06
MinimaxAgent,2,smallClassic,710.00,3386.51E-06
MinimaxAgent,3,smallClassic,1233.00,17727.97E-06
MinimaxAgent,4,smallClassic,1192.29,130584.10E-06
AlphaBetaAgent,2,smallClassic,971.57,2156.15E-06
AlphaBetaAgent,3,smallClassic,642.57,8076.99E-06
AlphaBetaAgent,4,smallClassic,1068.43,26324.16E-06
RandomExpectimaxAgent,2,smallClassic,1030.29,3732.07E-06
RandomExpectimaxAgent,3,smallClassic,848.14,17264.89E-06
RandomExpectimaxAgent,4,smallClassic,1310.71,109856.35E-06

